  0: 0   -   -   -   - |   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
184: 3   2   1   5   4 |  1D,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
185: 3   2   -   1   5 |  1D,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
186: 3   2   -   -   1 |  1D,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
187: 3   2   -   -   - |  1D,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
188: 4   3   2   -   - |  1D,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
189: 4   3   -   2   - |  1D,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
190: 4   3   -   -   2 |  1D,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
191: 4   3   -   -   - |  1E,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
192: 5   4   3   -   - |  1E,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
193: 1   5   4   3   - |  1E,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
194: 2   1   5   4   3 |  1E,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
195: 3   2   1   5   4 |  1E,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
196: 3   2   -   1   5 |  1E,  64,   0,   D,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
197: 3   2   -   -   1 |  1E,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
198: 3   2   -   -   - |  1E,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
199: 4   3   2   -   - |  1E,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
200: 4   3   -   2   - |  1E,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
201: 4   3   -   -   2 |  1E,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
202: 4   3   -   -   - |  1F,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
203: 5   4   3   -   - |  1F,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
204: 1   5   4   3   - |  1F,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
205: 2   1   5   4   3 |  1F,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
206: 3   2   1   5   4 |  1F,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
207: 3   2   -   1   5 |  1F,  64,   0,   E,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
208: 3   2   -   -   1 |  1F,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
209: 3   2   -   -   - |  1F,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
210: 4   3   2   -   - |  1F,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
211: 4   3   -   2   - |  1F,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
212: 4   3   -   -   2 |  1F,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
213: 4   3   -   -   - |  20,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
214: 5   4   3   -   - |  20,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
215: 1   5   4   3   - |  20,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
216: 2   1   5   4   3 |  20,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
217: 3   2   1   5   4 |  20,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
218: 3   2   -   1   5 |  20,  64,   0,   F,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
219: 3   2   -   -   1 |  20,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
220: 3   2   -   -   - |  20,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
221: 4   3   2   -   - |  20,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
222: 4   3   -   2   - |  20,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
223: 4   3   -   -   2 |  20,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
224: 4   3   -   -   - |  21,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
225: 5   4   3   -   - |  21,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
226: 1   5   4   3   - |  21,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
227: 2   1   5   4   3 |  21,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
228: 3   2   1   5   4 |  21,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
229: 3   2   -   1   5 |  21,  64,   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
230: 3   2   -   -   1 |  21,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
231: 3   2   -   -   - |  21,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
232: 4   3   2   -   - |  21,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
233: 4   3   -   2   - |  21,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
234: 4   3   -   -   2 |  21,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
235: 4   3   -   -   - |  22,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
236: 5   4   3   -   - |  22,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
237: 1   5   4   3   - |  22,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
238: 2   1   5   4   3 |  22,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
239: 3   2   1   5   4 |  22,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
240: 3   2   -   1   5 |  22,  64,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
241: 3   2   -   -   1 |  22,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
242: 3   2   -   -   - |  22,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
243: 4   3   2   -   - |  22,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
244: 4   3   -   2   - |  22,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
245: 4   3   -   -   2 |  22,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
246: 4   3   -   -   - |  23,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
247: 5   4   3   -   - |  23,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
248: 1   5   4   3   - |  23,  64,   0,  12,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
